"O arquivo deve ser salvo em CSV separado por ""pronto e virgula"". Caso tenha ""ponto e virgula"" no nome, resumo ou descrição do produto, é necessário que faça a substituição dele pela string [pontovirgula] antes de salvar o CSV.",,,,,,,,,,,,
REF,Nome,Slug,Descricao,Resumo,Preco,PrecoPromocao,Peso,Quantidade,Altura,Largura,Profundidade,"GerenciarEstoque
"
1241B,BICO DE FLUXO VARIAVEL AVENT PETALAS ,,"Marca: Philips Avent
Idade recomendada: A partir 3 meses
Bico ortodôntico: Sim
Livre de Bisfenol A / BPA: Sim
Numeração do Bico:01
Material do Bico: Silicone
Atóxico: Sim
Esterilizável: Sim
Dimensões aprox. do produto - AxLxP: 12x6x4
Dimensões aprox. da embalagem - AxLxP: 5x6x14
Itens inclusos: 02 Bicos Petala Bicos Variáveis
Certificação do Inmetro: Sim
","O jeito natural de amamentar
Bico AVENT com design de pétala

Novo bico que ajuda a tornar a amamentação mais natural: para você e seu bebê. Ele conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Linha Natural
Fluxo: variável - para líquidos mais espessos

Fácil de combinar amamentação e a mamadeira
• Facilita a pega do bebê devido ao formato largo do bico
Amamentação via mamadeira mais confortável para o bebê
• Pétalas confortáveis e exclusivas para um bico mais macio e flexível
O ar entra na mamadeira ao invés de entrar na barriga do bebê
• Sistema anticólica avançado com válvula dupla inovadora
0% de BPA (bisfenol A)
• Bico isento de bisfenol*
Outros benefícios
• Diferentes opções de fluxo para proporcionar a amamentação mais confortável
• Compatível com a mamadeira Pétala Philips AVENT

A Philips AVENT oferece diferentes opções de fluxo para auxiliar no crescimento do bebê. Lembre-se de que as indicações de idade são aproximadas, pois os bebês se desenvolvem em ritmos diferentes. A Philips AVENT oferece o bico com um orifício para recém-nascidos, o bico com dois orifícios para fluxo lento (bebês maiores de um mês), o bico com três orifícios para fluxo médio (bebês maiores de três meses) e o bico com quatro orifícios para fluxo rápido (bebês maiores de seis meses). Todos os bicos estão disponíveis em embalagens duplas.
 
 
kit com 2 unidades modelo pétala fluxo variável a partir dos 3 meses
Importado","39,9","39,9",,5,,,,1
1623A,CHUPETA FREE FLOW AZUL/TRANSPARENTE  AVENT 0-6M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 0 a 6 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","As chupetas Philips Avent respeitam o desenvolvimento natural do pálato, dentição e gengivas do bebê. Feitas de silicone, elas têm um diferencial higiênico e super prático. 

Moderna ela possui capa protetora e um design moderno que possibilita maior fluxo de ar circulando por trás e ao redor da chupeta, para não atrapalhar a respiração do seu bebê. Desenvolvida em polipropileno, tem bico ortodôntico e simétrico feito de silicone trazendo conforto até mesmo ao bebê que tem pele extremamente sensível. 

A capa protetora é higiênica e prática, evita com que a chupeta entre em contato com a sujeira. Podendo ser esterilizadas. A chupeta é disponibilizada nas cores, branca e azul ou branca e rosa. ","39,9","39,9",,5,,,,1
1623B,CHUPETA FREE FLOW ROSA/TRANPARENTE   AVENT 0-6M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 0 a 6 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","As chupetas Philips Avent respeitam o desenvolvimento natural do pálato, dentição e gengivas do bebê. Feitas de silicone, elas têm um diferencial higiênico e super prático. 

Moderna ela possui capa protetora e um design moderno que possibilita maior fluxo de ar circulando por trás e ao redor da chupeta, para não atrapalhar a respiração do seu bebê. Desenvolvida em polipropileno, tem bico ortodôntico e simétrico feito de silicone trazendo conforto até mesmo ao bebê que tem pele extremamente sensível. 

A capa protetora é higiênica e prática, evita com que a chupeta entre em contato com a sujeira. Podendo ser esterilizadas. A chupeta é disponibilizada nas cores, branca e azul ou branca e rosa. ","39,9","39,9",,5,,,,1
2532,CHUPETA FREE FLOW NOTURNA AMARELA AVENT 6-18M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 6 a 18 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","Toda a qualidade da linha free flow Philips Avent agora que brilha no escuro. As chupetas free flow noturna tem o bico ortodônico e simétrico que respeitam o desenvolvimento natural do palato, dentição e gengivas do bebê. Feitas de silicone elas tem um diferencial higiênico e super prático: vem com capa protetora.Seu design moderno possibilita que maior fluxo de ar circule por tras e ao redor da chupeta trazendo conforto até mesmo ao bebê que tem a pele extremamente sensível. 

Indicado para bebê de 6 a 18 meses ","39,9","39,9",,5,,,,1
2533,CHUPETA FREE FLOW NOTURNA AVENT AZUL 6-18M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 6 a 18 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","Toda a qualidade da linha free flow Philips Avent agora que brilha no escuro. As chupetas free flow noturna tem o bico ortodônico e simétrico que respeitam o desenvolvimento natural do palato, dentição e gengivas do bebê. Feitas de silicone elas tem um diferencial higiênico e super prático: vem com capa protetora.Seu design moderno possibilita que maior fluxo de ar circule por tras e ao redor da chupeta trazendo conforto até mesmo ao bebê que tem a pele extremamente sensível. 

Indicado para bebê de 6 a 18 meses ","39,9","39,9",,5,,,,1
1625A,CHUPETA FREE FLOW CONTEMPORÂNEA  AZUL AVENT  6-18M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 6 a 18 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","A Chupeta FreeFlow Ortodôntica respeita o desenvolvimento natural do palato, dentição e gengivas do bebê. Feita de silicone, ela tem um diferencial higiênico e superprático: vem com capa protetora. 
Seu design moderno possibilita que um maior fluxo de ar circule por trás e ao redor da chupeta, trazendo conforto até mesmo ao bebê que tem pele extremamente sensível. Produto livre de Bisfenol A (BPA).
Além de toda qualidade das chupetas FreeFlow Philips Avent, esse modelo possui lindos desenhos contemporâneos!","39,9","39,9",,5,,,,1
1625B,CHUPETA FREE FLOW CONTEMPORÂNEA  ROSA AVENT 6-18M,,"Os bicos ortodônticos, flexíveis e simétricos desta Chupeta Freeflow são achatados em formato de gota e respeitam o desenvolvimento natural do palato, dos dentes e das gengivas do bebê, mesmo se a chupeta ficar de cabeça para baixo na boca. 

Marca: Philips Avent
Idade recomendada: De 6 a 18 meses
Itens inclusos: 02 Chupetas
Largura: 12,00 cm
Altura: 16,00 cm
Profundidade: 9,00 cm
Peso: 0,10 g

","A Chupeta FreeFlow Ortodôntica respeita o desenvolvimento natural do palato, dentição e gengivas do bebê. Feita de silicone, ela tem um diferencial higiênico e superprático: vem com capa protetora. 
Seu design moderno possibilita que um maior fluxo de ar circule por trás e ao redor da chupeta, trazendo conforto até mesmo ao bebê que tem pele extremamente sensível. Produto livre de Bisfenol A (BPA).
Além de toda qualidade das chupetas FreeFlow Philips Avent, esse modelo possui lindos desenhos contemporâneos!","39,9","39,9",,5,,,,1
1639, COLHER COM PONTA MACIA AVENT ,,"Cabos antideslizantes: fáceis de segurar e ficam apoiados no prato sem escorregar;
Ponta macia para as gengivas do bebê;
Cabo longo;
Peso do produto 0,053  kg
Dimensões do produto s/acessórios 155 (C) X 23 (L) X 20 (P)  mm
Dimensões da caixa F 26 (P) X 101 (L) X 245 (A)  mm
"," A hora da refeição se tornou muito mais prática com a colher de ponta macia da Avent. 
• Com cabo antideslizante e longo.
• Ideal para ser usada em frascos fundos.
• Higiênica: Fácil de limpar, pode ser levada á lava-louças.","34,9","34,9",,5,,,,1
2543A,COPO COM CANUDO ROSA AVENT  340 ML,,"
Itens Inclusos: 01 copo
Recomendação: Para bebês a partir de 18 meses de idade.
Aviso: As cores podem variar entre as imagens mostradas acima e o produto. Imagens meramente ilustrativas.
","O Copo com Canudo de 340 ml da Philips Avent é uma mameira simples e divertida de facilitar a transição do bebe do copo infantil para o copo de adulto. Com canudo, é fácil de sugar e o formato ergonômico é próprio para as mãos dos pequenos, permitindo que seu filho beba sozinho! O Copo com Canudo da Philips Avent foi desenvolvido com plástico livre de bisfenol A. Conta com capacidade para 340 ml e ainda mantém a temperatura dos líquidos por mais tempo. O canudo foi feito em silicone macio com válvula anti-vazamento, assim sua filha terá maior segurança para usar sozinha. A tampa é giratória e pode ser removida facilitando sua limpeza. Além disso, todas as peças são próprias para lava-louças. 
 
• Características 
Idade recomendada: acima dos 18 meses
Composição: plástico livre de bisfenol A
Capacidade: 340 ml
Anti-vazamento
Canudo de silicone
Próprio para lava-louças
Fácil limpeza
Dimensões embalagem (LxCxE): 10 x 24 x 8 cm
 ","59,9","59,9",,5,,,,1
2543B,COPO COM CANUDO AZUL  340ML,,"
Itens Inclusos: 01 copo
Recomendação: Para bebês a partir de 180meses de idade.
Aviso: As cores podem variar entre as imagens mostradas acima e o produto. Imagens meramente ilustrativas.
","O Copo com Canudo de 340 ml da Philips Avent é uma mameira simples e divertida de facilitar a transição do bebe do copo infantil para o copo de adulto. Com canudo, é fácil de sugar e o formato ergonômico é próprio para as mãos dos pequenos, permitindo que seu filho beba sozinho!O Copo com Canudo da Philips Avent foi desenvolvido com plástico livre de bisfenol A. Conta com capacidade para 340 ml e ainda mantém a temperatura dos líquidos por mais tempo. O canudo foi feito em silicone macio com válvula anti-vazamento, assim sua filha terá maior segurança para usar sozinha. A tampa é giratória e pode ser removida facilitando sua limpeza. Além disso, todas as peças são próprias para lava-louças. 
 
• Características 
Idade recomendada: acima dos 18 meses
Composição: plástico livre de bisfenol A
Capacidade: 340 ml
Anti-vazamento
Canudo de silicone
Próprio para lava-louças
Fácil limpeza
Dimensões embalagem (LxCxE): 10 x 24 x 8 cm
 ","59,9","59,9",,5,,,,1
2542A,COPO TÉRMICO ROSA AVENT 260ML ,,"Mantém as bebidas na temperatura certa por mais tempo
Á prova de vazamentos integrado
Fácil de ativar - líquido flui facilmente 
Facilidade na limpeza e montagem 
Máquina de lavar louça
Recomendado para crianças acima de 12 meses 
Não contém Bisfenol A, PVC, Chumbo e Ftalato.
BPA-free
Cuidados: Todo o copo pode ser esterilizado para um uso higiênico.
","Copo térmico com canudo 260 ml. Canudo para bebês maiores de um ano. Mantenha a temperatura certa por mais tempo antivazamento para que seu filho possa usar sozinho O copo térmico com canudo avent mantém a bebida quente/fria por mais tempo, de modo que a criança possa aproveitá-la melhor!
Tampa com rosca mantem a higiêne do canudo.
Passeie tranquilo com seu bebê com as bebidas na temperatura ideal com o Copo Infantil Térmico Phillips Avent com Canudo Rosa SCF766 / 00 – 260 ml! O Copo Infantil Térmico Phillips Avent com Canudo e palhinha ajuda a manter as bebidas na temperatura certa por mais tempo, assim a criança desfruta de sua bebida na temperatura desejada! Possui anti-derrames e de fácil utilização para criança usar autonomamente com sua tampa de rosca exclusiva, pois é fácil de ativar, assim o liquido flui facilmente quando a criança bebe. O copo possui poucas peças, assim a limpeza e montagem são mais fáceis.","69,9","69,9",,5,,,,1
2542B,COPO TÉRMICO AZUL AVENT 260ML ,,"Mantém as bebidas na temperatura certa por mais tempo
Á prova de vazamentos integrado
Fácil de ativar - líquido flui facilmente 
Facilidade na limpeza e montagem 
Máquina de lavar louça
Recomendado para crianças acima de 12 meses 
Não contém Bisfenol A, PVC, Chumbo e Ftalato.
BPA-free
Cuidados: Todo o copo pode ser esterilizado para um uso higiênico.
","Copo térmico com canudo 260 ml. Canudo para bebês maiores de um ano. Mantenha a temperatura certa por mais tempo antivazamento para que seu filho possa usar sozinho O copo térmico com canudo avent mantém a bebida quente/fria por mais tempo, de modo que a criança possa aproveitá-la melhor!
Tampa com rosca mantem a higiêne do canudo.
Passeie tranquilo com seu bebê com as bebidas na temperatura ideal com o Copo Infantil Térmico Phillips Avent com Canudo Rosa SCF766 / 00 – 260 ml! O Copo Infantil Térmico Phillips Avent com Canudo e palhinha ajuda a manter as bebidas na temperatura certa por mais tempo, assim a criança desfruta de sua bebida na temperatura desejada! Possui anti-derrames e de fácil utilização para criança usar autonomamente com sua tampa de rosca exclusiva, pois é fácil de ativar, assim o liquido flui facilmente quando a criança bebe. O copo possui poucas peças, assim a limpeza e montagem são mais fáceis.","69,9","69,9",,5,,,,1
2545A,COPO NATURAL ROXO AVENT 340ML,,"Indicação: 18 meses ou mais
Isento de bisfenol-A
Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda

","O Copo Natural Philips Avent de 340ml auxilia as crianças à desenvolverem a musculatura facial necessária para fazer a transição para os ""copos de adultos"" de forma suave e natural. Seu aro de 360 graus permite que a criança possa beber em toda a borda do copo, igual a um adulto. A fácil transição é possível pois a exclusiva e inovadora válvula antivazamento do Copo Natural Philips Avent só libera o líquido que está dentro do copo quando é acionada pelos lábios da criança, evitando vazamento.

- Indicação: 18 meses ou mais
- Isento de bisfenol-A
- Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
- Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
- Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
- Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda","69,9","69,9",,5,,,,1
2545B,COPO NATURAL AZU LAVENT 340ML,,"Indicação: 18 meses ou mais
Isento de bisfenol-A
Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda

","O Copo Natural Philips Avent de 340ml auxilia as crianças à desenvolverem a musculatura facial necessária para fazer a transição para os ""copos de adultos"" de forma suave e natural. Seu aro de 360 graus permite que a criança possa beber em toda a borda do copo, igual a um adulto. A fácil transição é possível pois a exclusiva e inovadora válvula antivazamento do Copo Natural Philips Avent só libera o líquido que está dentro do copo quando é acionada pelos lábios da criança, evitando vazamento.

- Indicação: 18 meses ou mais
- Isento de bisfenol-A
- Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
- Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
- Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
- Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda","69,9","69,9",,5,,,,1
2545C,COPO NATURAL  VERDE AVENT 340ML,,"Indicação: 18 meses ou mais
Isento de bisfenol-A
Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda

","O Copo Natural Philips Avent de 340ml auxilia as crianças à desenvolverem a musculatura facial necessária para fazer a transição para os ""copos de adultos"" de forma suave e natural. Seu aro de 360 graus permite que a criança possa beber em toda a borda do copo, igual a um adulto. A fácil transição é possível pois a exclusiva e inovadora válvula antivazamento do Copo Natural Philips Avent só libera o líquido que está dentro do copo quando é acionada pelos lábios da criança, evitando vazamento.

- Indicação: 18 meses ou mais
- Isento de bisfenol-A
- Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
- Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
- Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
- Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda","69,9","69,9",,5,,,,1
2117A,COPO NATURAL AZUL  260ML,,"Indicação: 12 meses ou mais
Isento de bisfenol-A
Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda

","O Copo Natural Philips Avent de 260ml auxilia as crianças à desenvolverem a musculatura facial necessária para fazer a transição para os ""copos de adultos"" de forma suave e natural. Seu aro de 360 graus permite que a criança possa beber em toda a borda do copo, igual a um adulto. A fácil transição é possível pois a exclusiva e inovadora válvula antivazamento do Copo Natural Philips Avent só libera o líquido que está dentro do copo quando é acionada pelos lábios da criança, evitando vazamento.

- Indicação: 18 meses ou mais
- Isento de bisfenol-A
- Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
- Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
- Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
- Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda","59,9","59,9",,5,,,,1
2117B,COPO NATURAL ROSA  260ML,,"Indicação: 12 meses ou mais
Isento de bisfenol-A
Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda

","O Copo Natural Philips Avent de 260ml auxilia as crianças à desenvolverem a musculatura facial necessária para fazer a transição para os ""copos de adultos"" de forma suave e natural. Seu aro de 360 graus permite que a criança possa beber em toda a borda do copo, igual a um adulto. A fácil transição é possível pois a exclusiva e inovadora válvula antivazamento do Copo Natural Philips Avent só libera o líquido que está dentro do copo quando é acionada pelos lábios da criança, evitando vazamento.

- Indicação: 18 meses ou mais
- Isento de bisfenol-A
- Tampa protetora higiênica: copo sempre limpo onde quer que vocês estejam
- Alças fáceis de segurar que ajudam o bebê a tomar líquidos sozinho.
- Com este copo sem bico e canudo, o bebê poderá tomar líquidos pela borda, como em um copo para adultos. Ele ajuda o bebê a acostumar-se a tomar líquidos sem fazer bagunça.
- Com a válvula de fluxo rápido, seu bebê pode tomar líquidos com praticidade sem precisar usar a borda","59,9","59,9",,5,,,,1
2735,COPO PINGUIM PRETO AVENT - 200 ML,,"Itens Inclusos: 01 copo.
Recomendação: Para bebês maiores de 6 meses de idade.
Aviso: As cores podem variar entre as imagens mostradas acima e o produto. Imagens meramente ilustrativas.
Composição / Material: Polipropileno e polietersulfano.
Alimentação: Os novos copos com bico isentos de bisfenol Philips Avent contam com uma válvula de patente pendente que evita vazamentos. O bico resistente a mordidas e as alças garantem facilidade de uso para o seu bebê. Fáceis de ser usados pelo seu filho e práticos para o seu dia a dia.
Dimensões (AxLxC): 17,8 x 12,5 x 9 cm.
Peso: 95 gr
","O Copo Pinguim Philips Avent é uma maneira simples e divertida de facilitar a transição do bebê da mamadeira para o copo de adulto. Seu bico macio e alças antideslizantes são práticos e permitem que seu filho beba sozinho!

Com cores e desenhos divertidos, auxilia no aprendizado e desenvolvimento da criança, tornando a transição da mamadeira para o copo adulto muito mais fácil! O bico é inclinado para facilitar o primeiro gole, também é macio e conta com exclusiva válvula antivazamento que controla o fluxo, garantindo que a água saia somente quando a criança está bebendo.

Alças com toque macio para as mãozinhas do bebê foram ergonomicamente projetadas para facilitar o uso independente por crianças pequenas. De material suave, proporciona uma pegada firme e a distância entre a alça e o copo é ideal, tanto para a mão das mães, quanto para as pequenas mãos do bebê.

Possui marcação de nível de líquido em mls no copo, além de ser prático para o dia-a-dia, pois é fácil de lavar e montar e todas as peças do copo são próprias para a lava-louças.

Você pode levar o copo para onde quiser, pois sua tampa protetora e higiênica mantém o bico sempre limpo e impede que o líquido vaze.
","49,9","49,9",,5,,,,1
2734,COPO PINGUIM AZUL AVENT - 200 ML,,"Itens Inclusos: 01 copo.
Recomendação: Para bebês maiores de 6 meses de idade.
Aviso: As cores podem variar entre as imagens mostradas acima e o produto. Imagens meramente ilustrativas.
Composição / Material: Polipropileno e polietersulfano.
Alimentação: Os novos copos com bico isentos de bisfenol Philips Avent contam com uma válvula de patente pendente que evita vazamentos. O bico resistente a mordidas e as alças garantem facilidade de uso para o seu bebê. Fáceis de ser usados pelo seu filho e práticos para o seu dia a dia.
Dimensões (AxLxC): 17,8 x 12,5 x 9 cm.
Peso: 95 gr
","O Copo Pinguim Philips Avent é uma maneira simples e divertida de facilitar a transição do bebê da mamadeira para o copo de adulto. Seu bico macio e alças antideslizantes são práticos e permitem que seu filho beba sozinho!

Com cores e desenhos divertidos, auxilia no aprendizado e desenvolvimento da criança, tornando a transição da mamadeira para o copo adulto muito mais fácil! O bico é inclinado para facilitar o primeiro gole, também é macio e conta com exclusiva válvula antivazamento que controla o fluxo, garantindo que a água saia somente quando a criança está bebendo.

Alças com toque macio para as mãozinhas do bebê foram ergonomicamente projetadas para facilitar o uso independente por crianças pequenas. De material suave, proporciona uma pegada firme e a distância entre a alça e o copo é ideal, tanto para a mão das mães, quanto para as pequenas mãos do bebê.

Possui marcação de nível de líquido em mls no copo, além de ser prático para o dia-a-dia, pois é fácil de lavar e montar e todas as peças do copo são próprias para a lava-louças.

Você pode levar o copo para onde quiser, pois sua tampa protetora e higiênica mantém o bico sempre limpo e impede que o líquido vaze.
","49,9","49,9",,5,,,,1
2736,COPO PINGUIM ROSA AVENT - 200 ML,,"Itens Inclusos: 01 copo.
Recomendação: Para bebês maiores de 6 meses de idade.
Aviso: As cores podem variar entre as imagens mostradas acima e o produto. Imagens meramente ilustrativas.
Composição / Material: Polipropileno e polietersulfano.
Alimentação: Os novos copos com bico isentos de bisfenol Philips Avent contam com uma válvula de patente pendente que evita vazamentos. O bico resistente a mordidas e as alças garantem facilidade de uso para o seu bebê. Fáceis de ser usados pelo seu filho e práticos para o seu dia a dia.
Dimensões (AxLxC): 17,8 x 12,5 x 9 cm.
Peso: 95 gr
","O Copo Pinguim Philips Avent é uma maneira simples e divertida de facilitar a transição do bebê da mamadeira para o copo de adulto. Seu bico macio e alças antideslizantes são práticos e permitem que seu filho beba sozinho!

Com cores e desenhos divertidos, auxilia no aprendizado e desenvolvimento da criança, tornando a transição da mamadeira para o copo adulto muito mais fácil! O bico é inclinado para facilitar o primeiro gole, também é macio e conta com exclusiva válvula antivazamento que controla o fluxo, garantindo que a água saia somente quando a criança está bebendo.

Alças com toque macio para as mãozinhas do bebê foram ergonomicamente projetadas para facilitar o uso independente por crianças pequenas. De material suave, proporciona uma pegada firme e a distância entre a alça e o copo é ideal, tanto para a mão das mães, quanto para as pequenas mãos do bebê.

Possui marcação de nível de líquido em mls no copo, além de ser prático para o dia-a-dia, pois é fácil de lavar e montar e todas as peças do copo são próprias para a lava-louças.

Você pode levar o copo para onde quiser, pois sua tampa protetora e higiênica mantém o bico sempre limpo e impede que o líquido vaze.
","49,9","49,9",,5,,,,1
2701,DOSADOR DE LEITE EM PO ROSA AVENT ,,"Possui 3 compartimentos para 3 medidas de leite 
BPA free 
Pode ir: microndas, estelirizador e máquina de lavar louça","Dosador de Leite em pó da Philips Avent é ótimo para carregar as medidas de leite dos pequenos. Ideal para viagens e pequenos passeios.
As três divisões internas auxiliam no armazenamento do alimento em pó e em sua preparação para que você tenha praticidade onde estiver. Retire as divisões internas e o doador se transforma em um recipiente ou tigela que ser ser usado conforme sua necessidade.
","39,9","39,9",,5,,,,1
2702,DOSADOR DE LEITE EM PO AZUL AVENT ,,"Possui 3 compartimentos para 3 medidas de leite 
BPA free 
Pode ir: microndas, estelirizador e máquina de lavar louça","Dosador de Leite em pó da Philips Avent é ótimo para carregar as medidas de leite dos pequenos. Ideal para viagens e pequenos passeios.
As três divisões internas auxiliam no armazenamento do alimento em pó e em sua preparação para que você tenha praticidade onde estiver. Retire as divisões internas e o doador se transforma em um recipiente ou tigela que ser ser usado conforme sua necessidade.
","39,9","39,9",,5,,,,1
2539,ESCOVA P/ LAVAR MAMADEIRAS ROSA AVENT ,,"Escova para mamadeira Avent Rosa
Largura: 35,00 cm
Altura: 44,00 cm
Profundidade: 10,00 cm
Peso: 300,00 g
0% Bisfenol A 
Isento de bisfenol A
","O formato convexo da escola para mamadeiras Philips Avent alcança toso os pontos da mamadeira e sua ponta especial é ideal para a lavagem dos bicos de mamadeira.

A escova para mamadeira Philips AVENT possui a cabeça em formato convexo e ponta modelada para limpar os bicos. Ela foi projetada especialmente para limpar de forma eficaz todos os tipos de mamadeiras e bicos e outros produtos Philips AVENT. As cerdas duráveis de alta densidade limpam com segurança sem arranhar e danificar os produtos. Cabo e ponta com design exclusivo. Cabeça de escovação curvada e ponta moldada que alcança todos os cantos das mamadeiras. A ponta contornada possibilita a limpeza por dentro dos bicos
","39,9","39,9",,5,,,,1
1612,ESCOVA P/ LAVAR MAMADEIRAS AZUL  AVENT,,"Escova para mamadeira Avent Azul
Largura: 35,00 cm
Altura: 44,00 cm
Profundidade: 10,00 cm
Peso: 300,00 g
0% Bisfenol A 
Isento de bisfenol A
","O formato convexo da escola para mamadeiras Philips Avent alcança toso os pontos da mamadeira e sua ponta especial é ideal para a lavagem dos bicos de mamadeira.

A escova para mamadeira Philips AVENT possui a cabeça em formato convexo e ponta modelada para limpar os bicos. Ela foi projetada especialmente para limpar de forma eficaz todos os tipos de mamadeiras e bicos e outros produtos Philips AVENT. As cerdas duráveis de alta densidade limpam com segurança sem arranhar e danificar os produtos. Cabo e ponta com design exclusivo. Cabeça de escovação curvada e ponta moldada que alcança todos os cantos das mamadeiras. A ponta contornada possibilita a limpeza por dentro dos bicos. 0% Bisfenol A Isento de bisfenol A.
","39,9","39,9",,5,,,,1
